Tabela 02 - Usos de bens e serviços - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77
01917,Laranja,11,9,4,0,0,0,0,0,0,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,327,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,6,0,7083,31,0,0,2283,163,0,2477,9560
01918,Café em grão,27,110,1,0,0,0,0,0,0,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,8,0,5186,18452,0,0,376,113,-6241,12700,17886
01919,Outros produtos da lavoura permanente,77,19,1,0,0,0,0,1,0,2761,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,24,566,0,0,0,0,0,0,0,2,0,0,0,0,119,98,3,38,24,0,4,0,3880,2324,10,0,26423,130,0,28887,32767
01921,"Bovinos e outros animais vivos, produtos animal, caça e serviços",435,1981,11,0,0,0,0,59132,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,98,61,5,0,119,0,0,0,61889,1237,1,0,1025,13552,876,16691,78580
01922,Leite de vaca e de outros animais,64,1351,40,0,0,0,0,17148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18686,0,0,0,12371,0,0,12371,31057
01923,Suínos,45,225,2,0,0,0,0,8761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033,8,0,0,261,41,0,310,9343
01924,Aves e ovos,95,2030,2,0,0,0,0,12589,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,311,1335,0,0,0,0,0,0,0,0,0,0,0,0,46,44,8,25,13,0,0,0,18285,752,3,0,9046,80,23,9904,28189
02801,Produtos da exploração florestal e da silvicultura,1518,1831,2268,2,0,0,0,433,0,314,1,6,61,15,21,3315,4461,0,0,1,203,0,0,0,1428,90,840,0,14,0,0,0,0,0,0,3,0,0,0,878,409,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,9,0,0,0,0,0,0,18142,1769,0,0,8879,815,-659,10804,28946
02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)",25,32,661,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,587,0,0,0,0,0,0,0,0,0,0,0,0,80,97,10,46,25,0,0,0,3313,525,7,0,14204,0,6,14742,18055
05801,Carvão mineral,0,0,0,0,0,0,7,7,0,8,0,0,0,0,0,0,0,0,35,0,66,0,0,0,0,5,6628,404,0,0,0,0,0,45,0,0,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9266,2,0,0,0,0,217,219,9485
05802,Minerais não metálicos,66,519,17,443,736,0,0,68,13,364,0,0,0,0,0,0,5,0,0,313,4539,113,0,0,0,7715,515,375,1,0,56,0,0,32,0,45,0,0,488,9870,97,0,0,0,6,0,0,0,0,0,0,0,490,0,0,0,0,0,0,76,23,0,4,1,0,0,0,26990,1909,0,0,0,0,460,2369,29359
06801,"Petróleo, gás natural e serviços de apoio",0,0,0,1,12382,102,22,95,0,930,188,0,166,0,0,51,852,0,119148,0,2191,101,34,46,106,728,413,371,452,0,28,21,90,171,0,0,0,16115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,154863,38789,0,0,0,8690,3974,51453,206316
07911,Minério de ferro,0,0,0,0,0,838,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11937,46751,0,0,0,0,1403,48154,60091
07921,Minerais metálicos não ferrosos,0,0,0,0,74,9,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2214,10303,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14261,8614,0,0,0,0,1403,10017,24278
10911,Carne de bovinos e outros produtos de carne,7,1987,1,0,0,0,0,4334,0,502,0,0,0,0,3467,0,0,0,0,1035,0,0,2079,0,0,0,0,0,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350,13209,0,0,0,0,0,0,0,0,0,0,0,0,1129,1137,175,544,495,3,156,0,30679,24196,144,0,117951,0,568,142859,173538
10912,Carne de suíno,0,0,0,0,0,0,0,4213,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,760,0,0,0,0,0,0,0,0,0,0,0,0,22,26,3,13,45,0,0,0,5094,3946,0,0,7966,0,247,12159,17253
10913,Carne de aves,0,0,0,0,0,0,0,3104,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,39,3191,0,0,0,0,0,0,0,0,0,0,0,0,227,251,37,121,121,0,48,0,7613,24346,0,0,33436,0,210,57992,65605
10914,Pescado industrializado,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,990,0,0,0,0,0,0,0,0,0,0,0,0,49,55,3,29,10,0,9,0,1180,637,0,0,8402,0,-286,8753,9933
10915,"Leite resfriado, esterilizado e pasteurizado",0,0,0,0,0,0,0,8918,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,416,0,0,0,0,0,0,0,0,0,0,0,0,623,333,35,157,166,0,7,0,10950,0,22,0,17468,0,-269,17221,28171
10916,Outros produtos do laticínio,0,0,0,0,0,0,0,5512,0,1693,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,91,1419,0,0,0,0,0,0,0,1,0,0,0,0,165,167,18,93,88,0,56,0,9334,1104,11,0,61799,0,-250,62664,71998
10921,Açúcar,20,104,1,0,0,0,0,508,1700,6326,1380,0,0,0,0,0,0,0,0,904,0,592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,1153,0,0,0,0,2,0,0,2,0,0,1,0,90,99,10,48,32,0,10,0,13000,25635,0,0,9394,0,-2226,32803,45803
10931,"Conservas de frutas, legumes, outros vegetais e sucos de frutas",0,0,0,0,0,0,0,188,0,2979,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1839,0,0,0,0,0,0,0,2,0,0,0,0,397,399,45,189,116,0,13,0,6818,9184,26,0,28157,0,-961,36406,43224
10932,Óleos e gorduras vegetais e animais,394,1899,5,0,0,0,0,7546,0,15728,0,0,0,0,0,0,0,0,0,2274,2,104,921,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,426,0,0,0,0,5,2677,0,0,0,0,0,0,0,1,0,0,0,0,110,122,9,62,28,0,14,0,32334,24161,0,0,20456,0,-1240,43377,75711
10933,Café beneficiado,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,42,0,84,2098,0,0,0,0,226,18,15,0,0,0,1,0,84,93,10,41,69,0,18,0,3160,2008,6,0,13394,0,263,15671,18831
10934,Arroz beneficiado e produtos derivados do arroz,15,41,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1192,0,0,0,0,0,0,0,0,0,0,0,0,285,286,24,135,78,0,21,0,2439,1006,19,0,20447,0,-673,20799,23238
10935,"Produtos derivados do trigo, mandioca ou milho",18,350,1,26,0,3,0,3439,0,9086,1886,0,0,0,0,0,737,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647,0,0,0,0,2,2088,0,0,0,0,0,0,0,3,0,0,0,0,89,92,4,31,20,0,40,0,21978,576,16,0,29065,0,196,29853,51831
10936,Rações balanceadas para animais,1177,12832,1124,0,0,0,0,13750,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,61,68,0,6,7,32,851,0,30884,693,0,0,13169,0,691,14553,45437
10937,Outros produtos alimentares,15,130,5,0,0,0,0,3197,0,6475,312,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,338,2,0,0,20,272,5073,0,0,24,0,2,0,23,5,18,0,0,0,786,1101,143,1432,559,8,44,0,20008,3812,142,0,146943,0,1068,151965,171973
11001,Bebidas,0,0,0,0,0,0,0,611,0,1,13431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,14,0,858,42902,0,0,0,0,207,0,2,0,0,0,1,0,100,112,12,54,264,41,20,0,58654,3499,0,0,75581,0,-2065,77015,135669
12001,Produtos do fumo,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,7302,0,0,22709,0,538,30549,31692
13001,Fios e fibras têxteis beneficiadas,115,3,0,0,0,0,0,0,0,0,0,0,7328,5983,59,0,0,0,0,0,0,0,0,135,60,0,0,0,18,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13789,269,0,0,81,0,110,460,14249
13002,Tecidos,331,0,0,126,0,0,1,0,42,134,0,0,3715,16864,3425,0,0,0,0,0,0,12,0,22,19,6,0,0,45,0,3,0,0,1770,69,1501,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,0,28152,968,0,0,1373,0,-1380,961,29113
13003,Artigos têxteis de uso doméstico e outros têxteis,467,12,2,146,162,0,9,0,105,208,0,0,4087,782,1417,0,177,0,0,0,0,32,0,1,635,16,0,0,2,0,6,8,4,0,89,551,1,41,13,1019,174,59,19,0,0,468,284,0,0,0,0,0,0,0,3,0,0,14,0,50,70,0,29,19,0,1157,0,12338,1333,0,0,34058,0,-251,35140,47478
14001,Artigos do vestuário e acessórios,2,2,15,5,159,0,0,9,0,9,0,0,12,3377,0,0,0,0,0,0,0,11,0,0,0,23,7,0,93,0,2,2,0,0,0,0,1,209,168,71,610,312,12,319,158,159,318,0,216,80,0,1229,66,13,296,54,0,241,344,769,1028,0,60,55,217,1591,0,12324,1947,20,0,135305,0,-2000,135272,147596
15001,Calçados e artefatos de couro,2,1,0,0,6,0,0,6,0,9,0,0,0,0,7084,0,133,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,2,7,0,65,0,223,0,49,0,0,0,0,0,1,0,0,42,0,4,0,0,0,0,0,0,6,88,40,1,0,0,0,0,0,0,7819,11363,0,0,55987,0,-1034,66316,74135
16001,"Produtos de madeira, exclusive móveis",620,489,31,6,0,0,0,54,0,414,124,0,35,0,0,4456,573,0,0,0,24,56,0,0,0,51,20,0,299,0,4,407,167,84,437,7616,0,622,7,7540,2951,0,0,0,111,0,0,0,169,0,0,0,581,0,0,0,0,138,0,69,32,0,3,0,0,266,0,28456,7440,0,0,2626,111,-1744,8433,36889
17001,Celulose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633,18797,0,0,0,0,588,19385,24018
17002,"Papel, papelão, embalagens e artefatos de papel",582,195,24,5,59,88,28,3812,22,4186,286,802,753,406,820,888,9964,1548,174,63,82,235,1874,1131,2429,2376,37,14,1581,1162,509,198,289,737,80,1132,21,92,67,462,7617,206,60,25,341,237,1420,1415,133,48,445,2122,317,1951,548,571,532,2069,52,811,971,518,141,968,39,656,0,63426,7157,0,0,17409,0,-2097,22469,85895
18001,Serviços de impressão e reprodução,7,0,5,0,7,14,7,71,16,110,363,0,14,15,6,22,200,1835,8,12,1,26,0,12,31,15,22,2,27,295,15,28,26,21,7,41,0,40,13,49,10052,74,1,65,73,3,77,2910,441,1140,1062,2597,454,800,413,5107,82,1791,2,1633,396,16,179,30,498,619,0,33898,77,0,0,683,0,-318,442,34340
19911,Combustíveis para aviação,0,0,0,0,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,15401,5231,0,0,557,0,-250,5538,20939
19912,Gasoálcool,825,801,83,1,53,2,6,623,1,66,116,1,1,0,0,188,30,0,1,0,1,3,0,0,0,3,2,1,4,0,2,6,43,9,2,7,12,47,163,1262,3467,2027,29,137,134,79,221,49,80,160,232,1038,139,885,535,153,678,786,155,1414,238,46,58,369,130,312,0,17916,0,0,0,126494,0,0,126494,144410
19913,Naftas para petroquímica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,0,15732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17970,0,0,0,0,0,-428,-428,17542
19914,Óleo combustível  ,68,40,9,453,79,0,352,550,0,359,118,0,38,0,0,30,900,0,322,0,733,126,14,9,42,576,305,1665,21,0,5,83,3,3,8,3,9,3709,71,911,698,2,1122,0,436,0,0,0,0,0,0,0,0,0,2,0,8,13,0,0,0,0,0,0,0,0,0,13895,7483,0,0,0,0,-633,6850,20745
19915,Diesel - biodiesel,10368,3144,537,718,204,3077,1120,2073,1203,3018,549,19,165,124,131,74,449,27,26,1147,940,313,260,182,638,1172,818,182,331,220,266,273,906,180,171,251,198,3904,688,6299,10511,71588,423,82,1408,18,5,2,8,2,0,0,3,0,13,1,91,1,364,333,129,98,24,49,60,281,0,131859,0,0,0,6355,0,0,6355,138214
19916,Outros produtos do refino do petróleo,1299,952,56,23,1051,442,158,84,1,622,72,4,86,0,137,0,538,0,167356,0,1792,925,357,11,1415,3417,2665,204,152,1,759,250,179,264,15,93,205,280,152,2496,5344,4193,61,0,115,18,2025,0,4,0,0,0,3,0,180,22,215,2,0,460,140,0,19,37,4,238,0,201593,2801,0,0,28936,0,-1504,30233,231826
19921,Etanol e outros biocombustíveis,167,172,7,5,903,0,0,58,110,89,50,0,0,0,0,12,1,0,28947,512,448,391,1905,1211,0,0,0,0,59,0,3,1,17,1,0,3,0,8,4,577,680,1097,0,12,75,0,14,0,1,15,13,74,0,75,140,40,63,50,109,829,151,0,38,89,0,183,0,39409,3139,0,0,44704,0,-3713,44130,83539
20911,Produtos químicos inorgânicos,8160,1654,103,111,2220,1,128,1,163,894,132,0,279,0,306,0,3810,14,0,16,34188,4952,1612,295,671,2472,847,1101,548,0,282,26,12,12,410,299,276,328,1251,1,704,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,8,34,0,272,1084,0,570,0,70261,1912,0,0,26,0,-310,1628,71889
20912,Adubos e fertilizantes,45854,4386,329,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,2501,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53316,866,0,0,0,0,-134,732,54048
20913,Produtos químicos orgânicos,0,3,0,0,2584,349,153,576,0,509,34,0,1526,259,944,0,2005,0,0,1198,25539,16682,5189,2974,2848,0,673,401,635,0,140,10,36,0,2,389,0,15,219,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,8,41,0,103,93,0,0,0,66276,8240,0,0,0,0,2584,10824,77100
20914,"Resinas, elastômeros e fibras artificiais e sintéticas",149,9,0,0,1695,0,0,2,3,11,0,29,4952,0,1613,818,2010,51,0,0,2388,2598,1399,99,23192,2356,1,298,1282,253,4204,242,97,1704,468,2527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,54462,8583,0,0,0,0,1600,10183,64645
20921,Defensivos agrícolas e desinfestantes domissanitários,36979,4127,131,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,9011,1118,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,17,0,1825,0,0,0,0,0,0,3,0,0,53352,997,0,0,613,0,700,2310,55662
20922,Produtos químicos diversos ,1,36,0,3294,474,322,253,1528,18,4267,204,6,232,0,165,683,810,389,528,242,1012,4417,1569,1497,1758,723,630,67,286,3,175,284,109,20,59,556,415,29,316,902,2750,10,0,0,60,0,0,0,0,1,1,52,41,0,15,20,0,104,1,64,410,0,1140,0,11,13,0,32972,5191,0,0,575,0,668,6434,39406
20923,"Tintas, vernizes, esmaltes e lacas",23,48,3,0,0,0,0,2,0,52,0,0,66,57,106,348,1543,1021,0,0,0,183,16,1,1857,987,0,0,679,466,24,72,603,216,186,358,634,196,188,11817,1462,296,0,0,0,14,0,247,188,0,0,1,1755,0,3,1,22,621,0,170,85,0,5,0,3,121,0,26746,723,0,0,373,0,-439,657,27403
